"【药品名称】
通用名称：乳酸左氧氟沙星注射液
英文名称：Levofloxacin Lactate Injection",【成份】乳酸左氧氟沙星,【性状】淡黄绿色的澄明液体。,"【适应症】
适用于革兰阴性菌和革兰阳性菌中的敏感菌株引起的中、重度呼吸系统、泌尿系统、消化系统和皮肤软组织感染，败血症、伤寒副伤寒菌痢以及由淋球菌、沙眼衣原体所致的尿道炎、宫颈炎等。"
"【药品名称】
通用名称：乳糖酸克拉霉素胶囊
商品名称：瑞源
英文名称：Clarithromycin Lactobionate Capsules
汉语拼音：Rutangsuan Kelameisu Jiaonang",【成份】克拉霉素,【性状】本品为胶囊剂，内容物为白色或类白色的粉末或颗粒。,"【适应症】
克拉霉素适用于对其敏感的致病菌引起的下列感染，包括:
·下呼吸道感染:如支气管为、肺炎等；
·上呼吸道感染:如咽炎、鼻窦炎等；
·皮肤及软组织感染:如毛囊炎、蜂窝组织炎、丹毒；
·由鸟型分支杆菌或细胞内分支杆菌引起的局部或弥散性感染，由海龟分支杆、意外分支杆菌或堪萨斯分支杆菌引起的局总感染。
·克拉霉素适用于CD4淋巴细胞数小于或等于100mm3的HIV感染的病人预防由弥散性鸟型分支杆菌引起的混合感染。
·存在胃酸抑制剂时，克拉霉素也适用于根除幽门螺杆菌，从而减少十二指肠溃疡的复发。
·牙源性感染的治疗。"
"【药品名称】
通用名称：乳糖酸克拉霉素片
商品名称：立辛
英文名称：ClarithromycinLactobionateTablets
汉语拼音：Rutangsuan Kelameisu Pian",【成份】本品主要成分为乳糖酸克拉霉。,【性状】本品为薄膜衣片，除去薄膜衣后，显白色或类白色。,"【适应症】
克拉霉素适用于对其敏感的致病菌引起的下列感染,包括：
1.下呼吸道感染：如支气管炎,肺炎等。
2.上呼吸道感染：如咽炎,鼻窦炎。
3.皮肤及软组织感染：如毛囊炎,蜂窝组织炎,丹毒。
4.由鸟型分支杆菌或细胞内分支杆菌引起的局部或弥散性感染。由海龟分支杆菌,以外分支杆菌或勘飒斯分支杆菌引起的局部感染。
5.适用用CD4淋巴细胞数小于或等于100/mm3的hiv感染者的预防由弥散性鸟型分支杆菌引起的混合感染。
6.存在胃酸抑制剂时,克拉霉素也适用于根除幽门螺杆菌,从而减少十二指肠溃疡的复发。
7.牙源性感染的治疗。"
"【药品名称】
通用名称：瑞巴派特片
商品名称：惠宁
英文名称：Rebamipide Tablets",【成份】本品主要成分是瑞巴派特,【性状】本品为薄膜包衣片，除去包衣后显白色。,"【适应症】
胃溃疡。"
"【药品名称】
通用名称：瑞香素胶囊
汉语拼音：Ruixiangsu Jiaonang",【成份】瑞香素。化学名称：7，8-二羟基香豆素。,【性状】本品为硬胶囊剂，内容物为类白色或灰白色粉末。,"【适应症】
用于血栓闭塞性脉管炎及其他闭塞性血管疾病和冠心病的辅助治疗。"
"【药品名称】
通用名称：软皂
英文名称：Soft Soap
汉语拼音：Ruanzao",【成份】本品主要成份为：软皂,【性状】本品为黄白色、黄棕色或黄绿色、透明或半透明、均匀、黏滑的软块；微有特臭；水溶液遇酚酞指示液显碱性反应。,"【适应症】
用于慢性鳞屑性皮肤病（如银屑病）去除痂皮和头皮鳞屑，便秘时灌肠，扭伤和挫伤时作温和抗刺激剂，清洁皮肤。"
"【药品名称】
通用名称：瑞格列奈片
英文名称：Repaglinide Tablets",【成份】本品主要成分为瑞格列奈,【性状】本品为白色或类白色药片。,"【适应症】
用于饮食控制及运动锻炼不能有效控制高血糖的2型糖尿病（非胰岛素依赖性）患者。瑞格列奈片可与二甲双胍合同。与各自单独使用相比，二者合用对控制血糖有协同作用。"
"【药品名称】
通用名称：三尖杉酯碱注射液
汉语拼音：Sanjianshanzhijian Zhusheye",【成份】本品主要成份为三尖杉酯碱。化学名称：粗榧碱[3(S)]4-甲基-2-羟基-2-[3-(羟基-3-甲基丁基)]-丁二酸酯。,【性状】本品为无色的澄明液体。,"【适应症】
用于治疗急性髓细胞性白血病，对骨髓增生异常综合征（MDS）、真性红细胞增多症，慢性髓细胞性白血病亦有一定的疗效。"
"【药品名称】
通用名称：十一酸睾酮注射液
商品名称：思特珑
英文名称：Testosteronel Undecanoate Injection
汉语拼音：Shiyisuangaotong Zhusheye",【成份】本品主要成份为：十一酸睾酮,【性状】本品为几乎无色或微黄色澄明油状液体。,"【适应症】
1.原发性或继发性男性性功能减退。2.男孩体质性青春期延迟。3.乳腺癌转移女性患者的姑息性治疗。4.再生障碍性贫血。5.类风湿性关节炎。6.中老年部分性雄激素缺乏症、骨质疏松症。"
"【药品名称】
通用名称：塞替派注射液
英文名称：Thiotepa Injection
汉语拼音：Saitipai Zhusheye",【成份】本品主要成份为：塞替派,【性状】本品为无色或几乎无色的黏稠澄明液体,"【适应症】
主要用于乳腺癌、卵巢癌、癌性体腔积液的腔内注射以及膀胱癌的局部灌注等，也可用于胃肠道肿瘤等。"
"【药品名称】
通用名称：肾上腺素注射液
英文名称：Adrenalie Injection
汉语拼音：Shenshangxiansu Zhusheye",,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
主要适用于因支气管痉挛所致严重呼吸困难，可迅速缓解药物等引起的过敏性休克，亦可用于延长浸润麻醉用药的作用时间。各种原因引起的心脏骤停进行心肺复苏的主要抢救用药。"
"【药品名称】
通用名称：顺铂氯化钠注射液
汉语拼音：Shunbo Lühuana Zhusheye",【成份】顺铂。化学名称：(Z)-二氨二氯铂。,【性状】本品为几乎无色的澄明液体。,"【适应症】
为治疗多种实体瘤的一线用药。与VP-16联合（EP方案）为治疗SCLC或NSCLC一线方案，联合MMC、IFO（IMP方案），或NVB等方案为目前治疗NSCLC常用方案，以DDP为主的联合化疗亦为晚期卵巢癌、骨肉瘤及神经母细胞瘤的主要治疗方案，与ADM、CTX等联用对多部位鳞状上皮癌、移行细胞癌有效，如头颈部、宫颈、食管及泌尿系肿瘤等。“PVB”（DDP、VLB、BLM）可治疗大部分Ⅳ期非精原细胞睾丸癌，缓解率50%～80%。此外，本品为放疗增敏剂，目前国外广泛用于Ⅳ期不能手术的NSCLC的局部放疗，可提高疗效及改善生存期。"
"【药品名称】
通用名称：缩宫素注射液
汉语拼音：Suogongsu Zhusheye","【成份】本品主要成份为：缩宫素。
结构式：本品结构为含有二硫键的9个氨基酸组成的肽键。
H-Cy3-Tyt-Ghu(NH2)-Asp(NH2)-Asp(NH2)-Cy3-Pro-Lcu-Gly-NH2",【性状】本品为无色澄明或几乎澄明的液体。,"【适应症】
用于引产、催产、产后及流产后因宫缩无力或缩复不良引起的子宫出血；滴鼻可促使排乳。"
"【药品名称】
通用名称：塞克硝唑分散片
商品名称：明捷
英文名称：Secnidezole Dispersible Tablets",【成份】本品主要成分为塞克硝唑。,【性状】本品为类白色或微黄色片。,"【适应症】
硝基咪唑类抗原冲药物。主要用于治疗下列疾病:
1.由阴道毛滴虫引起的尿道炎和阴道炎。
2.肠阿米巴病。
3.肝阿米巴病。
4.贾第鞭毛虫病。"
"【药品名称】
通用名称：塞克硝唑片
汉语拼音：Zhusheyong Shishanjianjia",【成份】主要成份为石杉碱甲。化学名称：（5R，9R，11E）-5－氨基-11-亚乙基-5，8，9，10-四氢-7-甲基-5，9-亚甲基环辛四烯并[b]吡啶-2-（1H）－酮。,【性状】本品为白色冻干块状物或粉末。,"【适应症】
本品适用于良性记忆障碍，提高患者指向记忆、联想学习、图像回忆、无意义图形再认及人像回忆等能力。对痴呆患者和脑器质性病变引起的记忆障碍亦有改善作用。另外本品亦用于重症肌无力的治疗。"
"【药品名称】
通用名称：塞曲司特片
商品名称：麦须佳
英文名称：Seratrodast Tablets
汉语拼音：Saiqusite Pian",【成份】本品主要成分为塞曲司特。,【性状】本品为黄色片。,"【适应症】
本品适用于治疗轻、中度支气管哮喘。"
"【药品名称】
通用名称：噻苯唑片
英文名称：Tiabendazole Tablets
汉语拼音：Saibenzuo Pian",【成份】本品主要成份为：噻苯唑,【性状】本品为白色片。,"【适应症】
适用于粪类圆线虫病、蛲虫病、钩虫病、鞭虫病、蛔虫病及皮肤幼虫移行症等。也可用于治疗旋毛虫感染。重要用于类圆线虫病和旋毛虫病（肠内期）"
"【药品名称】
通用名称：噻托溴铵粉吸入剂",,,
"【药品名称】
通用名称：赛庚啶乳膏",,,"【适应症】
用于过敏性皮炎、接触性皮炎、丘疹性荨麻疹、皮肤瘙痒症以及湿疹等。"
"【药品名称】
通用名称：三丁酸钠注射液
汉语拼音：Sanding Suanna Zhusheye",【成份】本品为了二酸、丁烯二酸和羟基丁酸等三种有机酸钠盐的复方制剂。,,"【适应症】
具有良好的解痉、止痛和镇静作用。临床可用于坐骨神经痛，三叉神经痛、胆绞痛，胃肠痉挛，也可用于神经性头痛等。"
"【药品名称】
通用名称：三合钙咀嚼片
汉语拼音：Sanhegai Jujuepian",【成份】本品为复方制剂，每片含乳酸钙、葡萄糖酸钙、磷酸氢钙各0.05克，（相当于钙总含量22.6毫克）辅料为：,,"【适应症】
用于预防和治疗钙缺乏症，如骨质疏松、手足抽搐症、骨发育不全、佝偻病以及妊娠和哺乳期妇女、绝经期妇女钙的补充。"
"【药品名称】
通用名称：三甲氧苄嗪片
英文名称：Dihydrochloride Tabblets
汉语拼音：Sanjiayangbianqin Pian",【成份】本品含盐酸三甲氧苄嗪(C14H22N2O3·2HCl)应为标示量的90.0%～110.0%。,,"【适应症】
1.用于冠脉功能不全、心绞痛及陈旧性心肌梗死等，可与洋地黄合用于伴有严重心功能不全者。
2.用于眩晕和耳鸣的辅助性对症治疗。
3.也可用于血管源性视敏度下降和视野障碍的辅助性治疗。"
"【药品名称】
通用名称：三磷酸胞苷二钠氯化钠注射液
汉语拼音：Sanlinsuanbaogan Ernalühuana Zhusheye",【成份】三磷酸胞苷二钠。化学名称：胞嘧啶-5-三磷酸酯二钠盐。,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
用于颅脑外伤后综合症及其后遗症的辅助治疗。"
"【药品名称】
通用名称：三磷酸腺苷二钠胶囊",,,
"【药品名称】
通用名称：三磷酸腺苷二钠氯化钠注射液
汉语拼音：Sanlinsuanxiangan’erna Lühuana Zhusheye",,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
用于进行性肌萎缩、脑出血后遗症、心功能不全、心肌疾患及肝炎等的辅助治疗。根据国外最新临床应用报道，ATP-NaCl在以下几方面有新的临床应用：1.心血管科：阵发性室上性心动过速、心力衰竭、心肌炎梗塞、冠状动脉硬化、急性脊髓灰白质炎、进行性肌肉萎缩性疾患；2.神经内科：脑动脉硬化、脑梗塞、脑血栓、脑卒中及脑缺血等疾患；3.神经外科：脑出血、脑损伤、脑感染、脑震荡等颅内损伤4.肝肾科：肝功能不良、肝硬化、肝炎、肝衰竭，肾功能不良、肾衰竭及肾病综合症；5.重症临护及各类休克或衰竭的治疗；6.烧伤及各类创伤修复；放化疗的辅助治疗；7.手术后的恢复治疗；小儿发育不良及体质不良的治疗。"
"【药品名称】
通用名称：三磷酸腺苷二钠注射液
英文名称：Adenosine Disodium Triphosphate for Injection
汉语拼音：Sanlinxiangan'er na Zhusheye",【成份】本品主要成份为：三磷酸腺苷二钠,【性状】本品为白色冻干块状物或粉末；有引湿性，易溶于水。,"【适应症】
辅酶类药。用于进行性肌萎缩、脑出血后遗症、心功能不全、心肌疾患及肝炎等的辅助治疗。"
"【药品名称】
通用名称：三维B片
汉语拼音：Sanwei B Pian",【成份】维生素B1，维生素B6，维生素B12。,【性状】本品为薄膜衣片，除去薄膜衣后显粉红色。,"【适应症】
用于维生素维生素B1，维生素B6，维生素B12缺乏症。亦用于不同病因所致单神经病变或多发性周围神经炎。"
"【药品名称】
通用名称：山梨醇铁注射液
英文名称：Ironsorbitex Injection
汉语拼音：Shanlichuntie Zhusheye",【成份】本品系铁、山梨醇和枸橼酸铁络合物的灭菌溶液，并用糊精和过量的山梨醇使其稳定,【性状】本品为深棕色胶体溶液。,"【适应症】
一般不做首选铁剂。主要用于预防和治疗各种不宜口服铁剂者，如溃疡性结肠炎；或口服治疗无效的缺铁性贫血；或者是需要迅速纠正贫血状况者。"
"【药品名称】
通用名称：双嘧达莫注射液
英文名称：Dipyridamole Injection
汉语拼音：Shuangmidamo Zhusheye",【成份】本品主要成份为：双嘧达莫,【性状】本品为黄色澄明液体。,"【适应症】
诊断心肌缺血的药物实验。"
"【药品名称】
通用名称：蛇毒血凝酶注射液
汉语拼音：KangsheduXueqing",【成份】经胃酶消化后的马蛇毒免疫球蛋白,【性状】本品为无色或淡黄色的澄明液体，含适量防腐剂，久置后可析出少量能摇散的沉淀。,"【适应症】
用于蛇咬伤者的治疗，其中蝮蛇毒血清，对竹叶青蛇和烙铁头蛇咬伤亦有疗效。咬伤后，应迅速注射本品，愈早愈好。"
"【药品名称】
通用名称：舒必利注射液
英文名称：Sulpiride Injection
汉语拼音：Shubili Zhusheye",【成份】本品主要成份为：舒必利,【性状】本品为无色的澄明液体。,"【适应症】
对淡漠、退缩、木僵、抑郁、幻觉和妄想症状的效果较好，适用于精神分裂症单纯型、偏执型、紧张型、及慢性精神分裂症的孤僻、退缩、淡漠症状。对抑郁症状有一定疗效。无明显镇静和抗兴奋躁动作用。其他用途有止呕。"
"【药品名称】
通用名称：顺铂注射液
汉语拼音：Shunbo Zhusheye",【成份】顺铂。化学名称：顺式-二氯二氨合铂。,【性状】本品为略带粘性的浅黄色澄明溶液。,"【适应症】
本品为治疗多种实体瘤的一线用药。与VP-16联合（EP方案）为治疗SCLC或NSCLC一线方案，联合MMC、IFO（IMP方案），或NVB等方案为目前治疗NSCLC常用方案，以DDP为主的联合化疗亦为晚期卵巢癌、骨肉瘤及神经母细胞瘤的主要治疗方案，与ADM、CTX等联用对多部位鳞状上皮癌、移行细胞癌有效，如头颈部、宫颈、食管及泌尿系肿瘤等。“PVB”（DDP、VLB、BLM）可治疗大部分Ⅳ期非精原细胞睾丸癌，缓解率50%～80%。此外，本品为放疗增敏剂，目前国外广泛用于Ⅳ期不能手术的NSCLC的局部放疗，可提高疗效及改善生存期。"
"【药品名称】
通用名称：洒石酸美托洛尔胶囊",,,
"【药品名称】
通用名称：塞克硝唑胶囊
汉语拼音：Saikexiaozuo Jiaonang",【成份】塞克硝唑。,【性状】本品为白色压制片。,"【适应症】
抗阿米巴药及抗滴虫药。用于治疗各种急慢性肝肠阿米巴病及尿道、女性阴道、男性前列腺等滴虫病。亦用于贾第虫病及人体各部位厌氧菌感染的治疗。"
"【药品名称】
通用名称：塞曲司特颗粒
汉语拼音：Saiqusite Keli",【成份】塞曲司特。,【性状】本品为黄色颗粒。,"【适应症】
用于轻中度支气管哮喘的治疗。"
"【药品名称】
通用名称：塞替哌注射液
英文名称：Thiotepa Injection
汉语拼音：Saitipai Zhusheye",【成份】本品主要成份为：塞替哌,【性状】本品为无色或几乎无色的黏稠澄明液体。,"【适应症】
主要用于乳腺癌、卵巢癌、癌性体腔积液的腔内注射以及膀胱癌的局部灌注等，也可用于胃肠道肿瘤等。"
"【药品名称】
通用名称：噻奈普汀钠片
商品名称：达体朗
英文名称：TATINOL (Tianeptine Sodium Tablets)",【成份】噻奈普汀钠,【性状】白色包衣片。,"【适应症】
抑郁发作（即典型性）。"
"【药品名称】
通用名称：赛庚定乳膏",,,"【适应症】
用于过敏性皮炎、接触性皮炎、荨麻疹、皮肤瘙痒症以及湿疹等。"
"【药品名称】
通用名称：三苯双脒肠溶片
汉语拼音：Sanbenshuangmi Changrong Pian",【成份】三苯双脒。,【性状】本品为肠溶衣片，除去肠溶衣后显黄色。,"【适应症】
本品为广谱肠道驱虫药,用于治疗钩虫、蛔虫、鞭虫、蛲虫等感染。"
"【药品名称】
通用名称：三硅酸镁片",【成份】本品每片含主要成分三硅酸镁0.3克。,【性状】本品为白色片。,"【适应症】
用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。"
"【药品名称】
通用名称：三合激素注射液
英文名称：Tristerone Injection
汉语拼音：Sanhejisu Zhusheye",【成份】本品为复方制剂，其组分为：苯甲酸雌二醇、黄体酮、丙酸睾丸酮。每ml含苯甲酸雌二醇1.5mg、黄体酮12.5mg、丙酸睾丸酮25mg。,【性状】本品为淡黄色的澄明油液体。,"【适应症】
用于月经不调、严重的功能性子宫出血。"
"【药品名称】
通用名称：三尖衫酯碱注射液",,,
"【药品名称】
通用名称：三磷酸胞苷二钠注射液
汉语拼音：Sanlinsuanbaogan erna Zhusheye",【成份】三磷酸胞苷二钠。,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
用于颅脑外伤后综合症及其后遗症的辅助治疗。"
"【药品名称】
通用名称：三磷酸腺苷二钠-氯化镁注射液
汉语拼音：Sanlinsuanbaogan erna Zhusheye","【成份】本品为三磷酸腺苷钠的灭菌水溶液（A液）与氯化镁的来菌水溶液（M流）分别配制，分别熔封的灭菌水溶液。
A液：每2ml含三磷酸腺苷二钠100mg；M液：每2ml含氯化镁32mg。",【性状】本品为无色澄明液体。,"【适应症】
颅脑外伤后综合症及其后遗症的辅助治疗 。"
"【药品名称】
通用名称：三磷酸腺苷二钠片
汉语拼音：WEISHENGSU B6 ZHUSHEYE",【成份】本品的主要成份为腺嘌岭核苷，三磷酸酯二钠盐三水合物,【性状】本品为无色或微黄色的澄明液体。,"【适应症】
1、适用于维生素B6缺乏的预防和治疗，防治异烟肼中毒；也可用于妊娠、放射病及抗癌药所致的呕吐，脂溢性皮炎等。
2、全胃肠道外营养及因摄入不足所致营养不良、进行性体重下降时维生素 B6的补充。
3、下列情况对维生素B6需要量增加：妊娠及哺乳期、甲状腺功能亢进、烧伤、长期慢性感染、发热、先天性代谢障碍病（胱硫醚尿症、高草酸盐症、高胱氨酸尿症、黄嘌呤酸尿症）、充血性心力衰竭、长期血液透析、吸收不良综合症伴肝胆系统疾病（如酒精中毒伴肝硬化）、肠道疾病（乳糜泻、热带口炎性肠炎、局限性肠炎、持续腹泻）、胃切除术后。
4、新生儿遗传性维生素B6依赖综合征。"
"【药品名称】
通用名称：三水杨酸胆碱镁片
汉语拼音：Sanshuiyangsuandanjianmei Pian","【成份】本品含水杨酸镁(C14H10O6Mg)应为三水杨酸胆碱镁标示量的51.5%～59.0%.
含水杨酸胆碱(C12H19NO4)应为三水杨酸胆碱镁标示量的41.5%～48.0%.","【性状】本品为类白色,粉红色片或糖衣片,除去糖衣后,显类白色或微粉红色.","【适应症】
用于风湿性关节炎、骨关节炎及其他关节炎。"
"【药品名称】
通用名称：三维B注射液
汉语拼音：Sanwei B Zhusheye",【成份】维生素B1，维生素B6，维生素B12。,【性状】本品为深红色的澄明液体。,"【适应症】
适用于各种神经痛\单发或多发性神经炎。维生素B1缺乏所致脚气病、Wernicke氏脑病，脊髓亚急性联合变性以及防治异烟肼对周围神经的损害。"
"【药品名称】
通用名称：三维钙片",【成份】本品为复方制剂，每片含磷酸氢钙75毫克（相当于钙18毫克），乳酸钙45毫克（相当于钙8毫克），维生素B10.05毫克，维生素B20.0015毫克，维生素C0.12毫克。辅料为：,,"【适应症】
用于儿童和孕妇补钙。"
"【药品名称】
通用名称：三维葡磷钙咀嚼片
汉语拼音：Sanweipulingai Jujuepian",【成份】本品为复方制剂，每片含葡萄糖酸钙150毫克，（相当于钙13.5毫克），磷酸氢钙100毫克，（相当于钙24毫克），维生素B10.5毫克，维生素B20.5毫克，维生素D21.5微克（60单位）。辅料为：,,"【适应症】
用于妊娠期、哺乳期妇女、儿童、青少年以及老年人的钙质补充。"
"【药品名称】
通用名称：三维亚铁口服溶液",【成份】本品每10ml含硫酸亚铁120mg，硫酸锌4mg，硫酸铜2mg，盐酸赖氨酸20mg，维生素B62mg，维生素B120.002mg。,【性状】本品为黄色澄清液体，味甜酸，略带涩味。,"【适应症】
用于各种原因引起的慢性失血、妊娠、儿童发育期等引起的缺铁性贫血，也可作为部分维生素、氨基酸及微量元素的补充。"
"【药品名称】
通用名称：三维鱼肝油乳（成人用）",【成份】本品为复方制剂，每克含鱼肝油10毫克、维生素A62单位、维生素D36.5单位、维生素C1.54毫克。辅料为：,,"【适应症】
用于预防和治疗因成人维生素A及D、C缺乏所引起的各种疾病，如夜盲症、眼干燥症、角膜软化症、佝偻并软骨玻"
"【药品名称】
通用名称：三维樟柳碱膜
汉语拼音：Sanweizhangliujian Mo",【成份】本品为复方制剂，其组分为每1cm2含维生素A125单位，维生素E0.5mg，维生素U0.5mg，氢溴酸樟柳碱0.02mg。,【性状】本品为淡橙黄色的片状薄膜。,"【适应症】
用于扁平苔癣，白斑和盘状狼疮的口腔损害。"
"【药品名称】
通用名称：三相避孕片",,【性状】黄色、白色、棕色糖衣片（片芯均为白色）。,"【适应症】
供避孕用。"
"【药品名称】
通用名称：色氨酸注射液
英文名称：Tryptophan Injection",【成份】L-色氨酸，含有适量磷盐缓冲剂和维生素C等抗氧剂,【性状】几乎无色至微黄色的澄明液体。,"【适应症】
诊断用药。用于检查慢性肝病患者的肝功能。"
"【药品名称】
通用名称：色甘酸钠滴眼液
英文名称：Sodium Cromoglycate Eye-drops
汉语拼音：Segansuanna Diyanye",【成份】色甘酸钠,【性状】本品为无色或几乎无色的澄明液体。,"【适应症】
用于预防春季过敏性结膜炎。"
"【药品名称】
通用名称：色羟丙钠滴鼻液
汉语拼音：Seqiangbingna Dibiye",【成份】色羟丙钠、羧甲基纤维素钠、甘油和羟苯乙酯。,【性状】本品为无色或微黄色粘稠的澄明液体。,"【适应症】
本品用于变应性鼻炎。"
"【药品名称】
通用名称：沙苯立克复合散",【成份】由水杨酸、苯甲酸、硼酸、乳酸等成分组成的散剂与溶液，分别包装。,【性状】散剂为白色粉末，微臭。溶液剂为无色澄清或微黄色的粘性液体。,"【适应症】
抗真菌药。可抑制真菌生长，溶解皮肤角质。主治各种浅表真菌感染而引起的水疱型、擦烂型、鳞屑角化型手、足癣。"
"【药品名称】
通用名称：沙丁胺醇气雾剂
英文名称：Salbutamol Inhaler",【成份】沙丁胺醇,【性状】内容物为白色或微黄色混悬液。,"【适应症】
治疗及预防支气管哮喘，治疗伴有可逆性气道阻塞，可用于慢性支气管炎的维持治疗，缓解急性支气管炎痉挛和预防运动诱发哮喘。"
"【药品名称】
通用名称：鲨肝醇片
英文名称：Batilol Tablets
汉语拼音：Shaganchun Pian",【成份】本品主要成份为：鲨肝醇,【性状】本品为白色片。,"【适应症】
1.用于治疗各种原因引起的白细胞减少症，如放射性、抗肿瘤药物等所致的白细胞减少症。2.用于治疗不明原因所致的白细胞减少症。"
"【药品名称】
通用名称：善存液
英文名称：Centrum Liquid","【成份】本品为复方制剂，每毫升含：
维生素A棕榈酸酯（20万国际单位）0.8335微升
维生素D2（10万国际单位）0.267毫克
维生素E（500国际单位）4毫克
维生素B10.1毫克
核黄素磷酸钠（含维生素B273.17%）0.155毫克
维生素B6（含吡哆辛82.27%）0.163毫克
维生素B120.4微克
维生素C4",【性状】黄色澄清液体。,"【适应症】
用于预防和治疗因维生素与矿物质缺乏所引起的各种疾玻"
"【药品名称】
通用名称：舍雷肽酶肠溶片",,,
"【药品名称】
通用名称：神黄钠铝胶囊",【成份】本品为复方制剂，每粒含六神曲70毫克、颠茄浸膏2.6毫克、氢氧化铝70毫克、大黄70毫克、碳酸氢钠260毫克、干姜2.7毫克。辅料为：,,"【适应症】
用于缓解胃酸过多所致的胃痛、胃灼热感（烧心）、反酸。"
"【药品名称】
通用名称：肾上腺色腙片
汉语拼音：Kabakeluo Pian","【成份】本品主要成份为肾上腺色腙,其化学名称为：3-羟基-1-甲基二氢吲哚-5,6-二酮缩氨脲。",【性状】本品为糖衣片，除去糖衣后显橙色或橙红色。,"【适应症】
适用于因毛细血管损伤及通透性增加所致的出血，如鼻衄、视网膜出血、咯血、胃肠出血、血尿、痔疮及子宫出血等。也用于血小板减少性紫癜，但止血效果不十分理想。"
"【药品名称】
通用名称：升华硫氯化氨基汞洗剂
汉语拼音：Shenghua Liulühua’anjigong Xiji",【成份】氯化氨基汞、升华硫按、溶液剂甘油、乙醇。,【性状】散剂为淡黄色粉末，有硫的特臭，遇光逐渐变为灰色。溶液剂为无色易挥发的澄清液体。,"【适应症】
用于白癜风。"
"【药品名称】
通用名称：生理氯化钠溶液",【成份】本品主要成分及其化学名称：氯化钠,【性状】本品为无色的澄明液体；味微咸。,"【适应症】
本品主要用于手术、伤口、眼部、黏膜等冲洗。"
"【药品名称】
通用名称：十维铁咀嚼片","【成份】本品为复方制剂，每片含：
维生素A2500国际单位维生素B61.05毫克
维生素D400国际单位叶酸0.3毫克
维生素E15毫克烟酰胺13.5毫克
维生素C60毫克维生素B124.5微克
维生素B11.05毫克富马酸亚铁36毫克
维生素B21.2毫克
辅料为：",【性状】本品为棕色片。,"【适应症】
用于4岁以上儿童、成人及老年人铁元素及维生素的补充。"
"【药品名称】
通用名称：十维锌铁钙胶囊",,,
"【药品名称】
通用名称：三维肌醇片
英文名称：Trivitamins and Inositol Tablets
汉语拼音：Sanwei Jichun Pian",【成份】肌醇、维生素C、维生素B1、维生素B2、蔗糖,【性状】本品为淡黄色片。,
"【药品名称】
通用名称：三维亚铁咀嚼片
商品名称：富血素
英文名称：TrivitaminsFerrousChewableTablets",【成份】富马酸亚铁、维生素C、维生素B12、叶酸,"【性状】本品为糖衣片或薄膜衣片,除去包衣后显棕灰色,味甜、微酸。","【适应症】
适用于各种缺铁性贫血。"
"【药品名称】
通用名称：三维鱼肝油乳",【成份】本品每10毫升含维生素A620单位，维生素D365单位，维生素C15.4毫克。辅料为：,,"【适应症】
用于预防和治疗因维生素A及D、C缺乏所引起的各种疾病。"
"【药品名称】
通用名称：三维鱼肝油乳（儿童用）",【成份】本品为复方制剂，每克含鱼肝油10毫克、维生A30单位、维生素D313.5单位、维生素C1.54毫克。辅料为：,,"【适应症】
用于预防和治疗因儿童维生素A及D、C缺乏所引起的各种疾病，如夜盲症、眼干燥症、角膜软化症、佝偻并软骨玻"
"【药品名称】
通用名称：三维制霉素栓
汉语拼音：Sanweizhimeisu Shuan",【成份】制霉素、维生素E、维生素A、维生素D2。,【性状】本品为淡黄色或棕色弹头型栓剂。,"【适应症】
主治念珠菌性阴道炎(霉菌性阴道炎)。用于外阴奇痒、灼痛、白带过多、白带稠厚呈豆渣样、阴道充血、外阴炎症、白带霉菌等。"
"【药品名称】
通用名称：三溴片
英文名称：Tribromide Tablets
汉语拼音：San Xiu Pian",【成份】本品为复方制剂，其组份为：每片内含：溴化钠120mg、溴化钾120mg、溴化铵60mg,【性状】本品为白色片，具有引湿性。,"【适应症】
镇痛药，用于神经衰弱，歇斯底里症。"
"【药品名称】
通用名称：色甘酸钠滴鼻液",【成份】每毫升含色甘酸钠20毫克。,【性状】本品为无色或微黄色粘稠液体。,"【适应症】
用于防治过敏性鼻炎。"
"【药品名称】
通用名称：色甘酸钠气雾剂
英文名称：Sodium Cromoglicate Aerosol
汉语拼音：Segansuanna Qiwuji",【成份】本品主要成份为：色甘酸钠气雾剂,【性状】本品在耐压容器中的药液为无色或微黄色的混悬液，揿压阀门，药液即呈雾粒喷出。,"【适应症】
用于预防支气管哮喘。"
"【药品名称】
通用名称：色羟丙钠滴眼液
英文名称：Sodium Hydroxypropylcromate Eye Drops
汉语拼音：Seqiangbingna Diyanye",【成份】色羟丙钠,【性状】本品为无色的澄明液体。,"【适应症】
用于过敏性鼻炎、结膜炎，过敏性哮喘，日光性皮炎及其他过敏性反应。"
"【药品名称】
通用名称：沙丁胺醇口腔崩解片",,,
"【药品名称】
通用名称：沙利度胺片
汉语拼音：Shalidu’an Pian",【成份】本品主要成份为沙利度胺。,【性状】本品为白色或类白色片。,"【适应症】
皮肤病治疗药。用于控制瘤型麻风反应症。"
